queue_id,file,section,original_line,value,category,metric_definition,canonical_source,original_status,action,current_text,evidence_note
1148,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.3 Theorem 6.2: Monotonicity of A_AI,470,6.2,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md C.2–C.8,current,retained,"*Property 5.2 (Advisory Restriction Constraint):* S = CAUTION ⟹ A_AI(CAUTION) ⊊ A_AI(SAFE). This is precisely Case 2 of Theorem 6.2, with the strict subset confirmed by Corollary 6.2: A_AI(SAFE) \ A_AI(CAUTION) = {DepartureTime, Duration} ≠ ∅. ✓",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1149,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.3 Theorem 6.2: Monotonicity of A_AI,470,6.2,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md C.2–C.8,current,retained,"*Property 5.2 (Advisory Restriction Constraint):* S = CAUTION ⟹ A_AI(CAUTION) ⊊ A_AI(SAFE). This is precisely Case 2 of Theorem 6.2, with the strict subset confirmed by Corollary 6.2: A_AI(SAFE) \ A_AI(CAUTION) = {DepartureTime, Duration} ≠ ∅. ✓",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1150,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.3 Theorem 6.2: Monotonicity of A_AI,472,6.2,identifier,section/table/figure/theorem identifier or planning date,Document structure; not an empirical quantity,current,retained,"**Significance.** Theorem 6.2 establishes **consistency**: the architecture never relaxes safety constraints as risk increases. As environmental conditions deteriorate — as S moves up the severity order — the AI advisory scope never suddenly expands. The CAUTION state is not SAFE with extra information: it is a governance state with a formally smaller and provably distinct advisory scope. Any architecture that does not satisfy Monotonicity could, in principle, permit broader AI advisory output under worse conditions than under better ones — a governance failure that Theorem 6.2 structurally prevents.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1151,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.3 Theorem 6.2: Monotonicity of A_AI,472,6.2,identifier,section/table/figure/theorem identifier or planning date,Document structure; not an empirical quantity,current,retained,"**Significance.** Theorem 6.2 establishes **consistency**: the architecture never relaxes safety constraints as risk increases. As environmental conditions deteriorate — as S moves up the severity order — the AI advisory scope never suddenly expands. The CAUTION state is not SAFE with extra information: it is a governance state with a formally smaller and provably distinct advisory scope. Any architecture that does not satisfy Monotonicity could, in principle, permit broader AI advisory output under worse conditions than under better ones — a governance failure that Theorem 6.2 structurally prevents.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1152,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.4 Theorem 6.3: Safety Dominance Property,476,6.4,identifier,section/table/figure/theorem identifier or planning date,Document structure; not an empirical quantity,current,retained,### 6.4 Theorem 6.3: Safety Dominance Property,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1153,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.4 Theorem 6.3: Safety Dominance Property,476,6.3,identifier,section/table/figure/theorem identifier or planning date,Document structure; not an empirical quantity,current,retained,### 6.4 Theorem 6.3: Safety Dominance Property,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1154,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.4 Theorem 6.3: Safety Dominance Property,478,6.3,identifier,section/table/figure/theorem identifier or planning date,Document structure; not an empirical quantity,current,retained,**Theorem 6.3 (Safety Dominance Property).** For all E in its domain:,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1155,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.4 Theorem 6.3: Safety Dominance Property,484,6.1,identifier,section/table/figure/theorem identifier or planning date,Document structure; not an empirical quantity,current,retained,"**Proof.** The proof proceeds by exhaustive case analysis on S = f(E), which is total by Theorem 6.1. Since S ∈ {SAFE, CAUTION, UNSAFE}, there are exactly three cases. The proof relies on four assumptions about the Layer 3 implementation, which correspond to the causal flow illustrated in Figure 2: Layer 2 supplies RS(S) to Layer 3 *before* inference begins, and Layer 3 is a deterministic rule engine that cannot generate types outside its active rule set.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1156,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.4 Theorem 6.3: Safety Dominance Property,484,3,identifier,section/table/figure/theorem identifier or planning date,Document structure; not an empirical quantity,current,retained,"**Proof.** The proof proceeds by exhaustive case analysis on S = f(E), which is total by Theorem 6.1. Since S ∈ {SAFE, CAUTION, UNSAFE}, there are exactly three cases. The proof relies on four assumptions about the Layer 3 implementation, which correspond to the causal flow illustrated in Figure 2: Layer 2 supplies RS(S) to Layer 3 *before* inference begins, and Layer 3 is a deterministic rule engine that cannot generate types outside its active rule set.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1157,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.4 Theorem 6.3: Safety Dominance Property,484,2,identifier,section/table/figure/theorem identifier or planning date,Document structure; not an empirical quantity,current,retained,"**Proof.** The proof proceeds by exhaustive case analysis on S = f(E), which is total by Theorem 6.1. Since S ∈ {SAFE, CAUTION, UNSAFE}, there are exactly three cases. The proof relies on four assumptions about the Layer 3 implementation, which correspond to the causal flow illustrated in Figure 2: Layer 2 supplies RS(S) to Layer 3 *before* inference begins, and Layer 3 is a deterministic rule engine that cannot generate types outside its active rule set.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1158,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.4 Theorem 6.3: Safety Dominance Property,484,2,identifier,section/table/figure/theorem identifier or planning date,Document structure; not an empirical quantity,current,retained,"**Proof.** The proof proceeds by exhaustive case analysis on S = f(E), which is total by Theorem 6.1. Since S ∈ {SAFE, CAUTION, UNSAFE}, there are exactly three cases. The proof relies on four assumptions about the Layer 3 implementation, which correspond to the causal flow illustrated in Figure 2: Layer 2 supplies RS(S) to Layer 3 *before* inference begins, and Layer 3 is a deterministic rule engine that cannot generate types outside its active rule set.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1159,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.4 Theorem 6.3: Safety Dominance Property,484,3,identifier,section/table/figure/theorem identifier or planning date,Document structure; not an empirical quantity,current,retained,"**Proof.** The proof proceeds by exhaustive case analysis on S = f(E), which is total by Theorem 6.1. Since S ∈ {SAFE, CAUTION, UNSAFE}, there are exactly three cases. The proof relies on four assumptions about the Layer 3 implementation, which correspond to the causal flow illustrated in Figure 2: Layer 2 supplies RS(S) to Layer 3 *before* inference begins, and Layer 3 is a deterministic rule engine that cannot generate types outside its active rule set.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1160,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.4 Theorem 6.3: Safety Dominance Property,484,3,identifier,section/table/figure/theorem identifier or planning date,Document structure; not an empirical quantity,current,retained,"**Proof.** The proof proceeds by exhaustive case analysis on S = f(E), which is total by Theorem 6.1. Since S ∈ {SAFE, CAUTION, UNSAFE}, there are exactly three cases. The proof relies on four assumptions about the Layer 3 implementation, which correspond to the causal flow illustrated in Figure 2: Layer 2 supplies RS(S) to Layer 3 *before* inference begins, and Layer 3 is a deterministic rule engine that cannot generate types outside its active rule set.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1161,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.4 Theorem 6.3: Safety Dominance Property,486,3,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md C.2–C.8,current,retained,- **(A1) Rule-based engine.** Layer 3 generates only recommendation types for which an active rule exists in its current rule set.,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1162,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.4 Theorem 6.3: Safety Dominance Property,487,2,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md C.2–C.8,current,retained,"- **(A2) RS(S) supply.** Layer 2 supplies RS(S) to Layer 3 before any reasoning begins (Definition 5.10): RS(SAFE) contains only rules producing recommendations in {Go, Delay, DepartureTime, Duration}; RS(CAUTION) contains only rules producing recommendations in {Go, Delay}; RS(UNSAFE) = ∅ and is never supplied.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1163,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.4 Theorem 6.3: Safety Dominance Property,487,3,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md C.2–C.8,current,retained,"- **(A2) RS(S) supply.** Layer 2 supplies RS(S) to Layer 3 before any reasoning begins (Definition 5.10): RS(SAFE) contains only rules producing recommendations in {Go, Delay, DepartureTime, Duration}; RS(CAUTION) contains only rules producing recommendations in {Go, Delay}; RS(UNSAFE) = ∅ and is never supplied.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1164,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.4 Theorem 6.3: Safety Dominance Property,487,5.10,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md C.2–C.8,current,retained,"- **(A2) RS(S) supply.** Layer 2 supplies RS(S) to Layer 3 before any reasoning begins (Definition 5.10): RS(SAFE) contains only rules producing recommendations in {Go, Delay, DepartureTime, Duration}; RS(CAUTION) contains only rules producing recommendations in {Go, Delay}; RS(UNSAFE) = ∅ and is never supplied.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
